x,y,r,g,b
123,70,251,251,251
124,70,253,253,253
125,70,255,255,255
126,70,255,255,255
127,70,255,255,255
128,70,255,255,255
129,70,255,255,255
130,70,255,255,255
131,70,255,255,255
132,70,255,255,255
133,70,255,255,255
134,70,255,255,255
135,70,255,255,255
136,70,255,255,255
137,70,255,255,255
138,70,255,255,255
139,70,255,255,255
140,70,255,255,255
0,71,255,255,255
1,71,255,255,255
2,71,255,255,255
3,71,255,255,255
4,71,255,255,255
5,71,255,255,255
6,71,255,255,255
7,71,255,255,255
8,71,255,255,255
9,71,255,255,255
10,71,255,255,255
11,71,255,255,255
12,71,255,255,255
13,71,255,255,255
14,71,255,255,255
15,71,255,255,255
16,71,255,255,255
17,71,255,255,255
18,71,255,255,255
19,71,255,255,255
20,71,255,255,255
21,71,255,255,255
22,71,255,255,255
23,71,255,255,255
24,71,255,255,255
25,71,255,255,255
26,71,255,255,255
27,71,255,255,255
28,71,255,255,255
29,71,255,255,255
30,71,255,255,255
31,71,255,255,255
32,71,255,255,255
33,71,255,255,255
34,71,255,255,255
35,71,255,255,255
36,71,255,255,255
37,71,255,255,255
38,71,255,255,255
39,71,255,255,255
40,71,255,255,255
41,71,255,255,255
42,71,255,255,255
43,71,254,254,254
44,71,252,252,252
45,71,255,255,255
46,71,255,255,255
47,71,201,201,201
48,71,123,123,123
49,71,46,46,46
50,71,26,26,26
51,71,33,33,33
52,71,33,33,33
53,71,33,33,33
54,71,31,31,31
55,71,32,32,32
56,71,29,29,29
57,71,21,21,21
58,71,22,22,22
59,71,20,20,20
60,71,15,15,15
61,71,18,18,18
62,71,43,43,43
63,71,92,92,92
64,71,136,136,136
65,71,136,136,136
66,71,103,103,103
67,71,157,157,157
68,71,216,216,216
69,71,222,222,222
70,71,225,225,225
71,71,225,225,225
72,71,221,221,221
73,71,219,219,219
74,71,214,214,214
75,71,205,205,205
76,71,202,202,202
77,71,119,119,119
78,71,15,15,15
79,71,1,1,1
80,71,3,3,3
81,71,1,1,1
82,71,1,1,1
83,71,1,1,1
84,71,1,1,1
85,71,1,1,1
86,71,1,1,1
87,71,1,1,1
88,71,1,1,1
89,71,1,1,1
90,71,1,1,1
91,71,1,1,1
92,71,2,2,2
93,71,3,3,3
94,71,4,4,4
95,71,5,5,5
96,71,6,6,6
97,71,7,7,7
98,71,8,8,8
99,71,8,8,8
100,71,11,11,11
101,71,13,13,13
102,71,15,15,15
103,71,16,16,16
104,71,14,14,14
105,71,14,14,14
106,71,15,15,15
107,71,14,14,14
108,71,15,15,15
109,71,16,16,16
110,71,16,16,16
111,71,18,18,18
112,71,20,20,20
113,71,21,21,21
114,71,19,19,19
115,71,15,15,15
116,71,14,14,14
117,71,2,2,2
118,71,0,0,0
119,71,14,14,14
120,71,83,83,83
121,71,171,171,171
122,71,240,240,240
123,71,255,255,255
124,71,255,255,255
125,71,254,254,254
126,71,252,252,252
127,71,253,253,253
128,71,254,254,254
129,71,255,255,255
130,71,255,255,255
131,71,255,255,255
132,71,255,255,255
133,71,255,255,255
134,71,255,255,255
135,71,255,255,255
136,71,255,255,255
137,71,255,255,255
138,71,255,255,255
139,71,255,255,255
140,71,255,255,255
0,72,255,255,255
1,72,255,255,255
2,72,255,255,255
3,72,255,255,255
4,72,255,255,255
5,72,255,255,255
6,72,255,255,255
7,72,255,255,255
8,72,255,255,255
9,72,255,255,255
10,72,255,255,255
11,72,255,255,255
12,72,255,255,255
13,72,255,255,255
14,72,255,255,255
15,72,255,255,255
16,72,255,255,255
17,72,255,255,255
18,72,255,255,255
19,72,255,255,255
20,72,255,255,255
21,72,255,255,255
22,72,255,255,255
23,72,255,255,255
24,72,255,255,255
25,72,255,255,255
26,72,255,255,255
27,72,255,255,255
28,72,255,255,255
29,72,255,255,255
30,72,255,255,255
31,72,255,255,255
32,72,255,255,255
33,72,255,255,255
34,72,255,255,255
35,72,255,255,255
36,72,255,255,255
37,72,255,255,255
38,72,255,255,255
39,72,255,255,255
40,72,255,255,255
41,72,253,253,253
42,72,252,252,252
43,72,255,255,255
44,72,255,255,255
45,72,212,212,212
46,72,105,105,105
47,72,37,37,37
48,72,21,21,21
49,72,33,33,33
50,72,31,31,31
51,72,26,26,26
52,72,31,31,31
53,72,29,29,29
54,72,29,29,29
55,72,32,32,32
56,72,32,32,32
57,72,26,26,26
58,72,23,23,23
59,72,21,21,21
60,72,19,19,19
61,72,17,17,17
62,72,15,15,15
63,72,18,18,18
64,72,32,32,32
65,72,150,150,150
66,72,199,199,199
67,72,184,184,184
68,72,184,184,184
69,72,217,217,217
70,72,224,224,224
71,72,227,227,227
72,72,224,224,224
73,72,226,226,226
74,72,226,226,226
75,72,219,219,219
76,72,205,205,205
77,72,197,197,197
78,72,136,136,136
79,72,22,22,22
80,72,0,0,0
81,72,3,3,3
82,72,1,1,1
83,72,1,1,1
84,72,1,1,1
85,72,1,1,1
86,72,1,1,1
87,72,1,1,1
88,72,1,1,1
89,72,1,1,1
90,72,1,1,1
91,72,1,1,1
92,72,2,2,2
93,72,4,4,4
94,72,5,5,5
95,72,6,6,6
96,72,6,6,6
97,72,8,8,8
98,72,8,8,8
99,72,9,9,9
100,72,12,12,12
101,72,14,14,14
102,72,16,16,16
103,72,15,15,15
104,72,14,14,14
105,72,14,14,14
106,72,15,15,15
107,72,16,16,16
108,72,16,16,16
109,72,17,17,17
110,72,18,18,18
111,72,19,19,19
112,72,20,20,20
113,72,19,19,19
114,72,17,17,17
115,72,15,15,15
116,72,12,12,12
117,72,13,13,13
118,72,14,14,14
119,72,8,8,8
120,72,0,0,0
121,72,0,0,0
122,72,39,39,39
123,72,109,109,109
124,72,185,185,185
125,72,244,244,244
126,72,255,255,255
127,72,255,255,255
128,72,255,255,255
129,72,252,252,252
130,72,253,253,253
131,72,254,254,254
132,72,254,254,254
133,72,255,255,255
134,72,255,255,255
135,72,255,255,255
136,72,255,255,255
137,72,255,255,255
138,72,255,255,255
139,72,255,255,255
140,72,255,255,255
0,73,255,255,255
1,73,255,255,255
2,73,255,255,255
3,73,255,255,255
4,73,255,255,255
5,73,255,255,255
6,73,255,255,255
7,73,255,255,255
8,73,255,255,255
9,73,255,255,255
10,73,255,255,255
11,73,255,255,255
12,73,255,255,255
13,73,255,255,255
14,73,255,255,255
15,73,255,255,255
16,73,255,255,255
17,73,255,255,255
18,73,255,255,255
19,73,255,255,255
20,73,255,255,255
21,73,255,255,255
22,73,255,255,255
23,73,255,255,255
24,73,255,255,255
25,73,255,255,255
26,73,255,255,255
27,73,255,255,255
28,73,255,255,255
29,73,255,255,255
30,73,255,255,255
31,73,255,255,255
32,73,255,255,255
33,73,255,255,255
34,73,255,255,255
35,73,255,255,255
36,73,255,255,255
37,73,255,255,255
38,73,255,255,255
39,73,254,254,254
40,73,253,253,253
41,73,255,255,255
42,73,255,255,255
43,73,233,233,233
44,73,151,151,151
45,73,47,47,47
46,73,26,26,26
47,73,34,34,34
48,73,34,34,34
49,73,33,33,33
50,73,29,29,29
51,73,27,27,27
52,73,31,31,31
53,73,29,29,29
54,73,31,31,31
55,73,33,33,33
56,73,29,29,29
57,73,26,26,26
58,73,24,24,24
59,73,23,23,23
60,73,19,19,19
61,73,15,15,15
62,73,16,16,16
63,73,11,11,11
64,73,127,127,127
65,73,215,215,215
66,73,205,205,205
67,73,213,213,213
68,73,188,188,188
69,73,187,187,187
70,73,227,227,227
71,73,228,228,228
72,73,228,228,228
73,73,228,228,228
74,73,229,229,229
75,73,229,229,229
76,73,214,214,214
77,73,175,175,175
78,73,164,164,164
79,73,133,133,133
80,73,38,38,38
81,73,0,0,0
82,73,3,3,3
83,73,2,2,2
84,73,2,2,2
85,73,1,1,1
86,73,1,1,1
87,73,1,1,1
88,73,1,1,1
89,73,1,1,1
90,73,1,1,1
91,73,1,1,1
92,73,2,2,2
93,73,4,4,4
94,73,5,5,5
95,73,5,5,5
96,73,7,7,7
97,73,8,8,8
98,73,10,10,10
99,73,12,12,12
100,73,14,14,14
101,73,15,15,15
102,73,15,15,15
103,73,15,15,15
104,73,15,15,15
105,73,16,16,16
106,73,17,17,17
107,73,18,18,18
108,73,18,18,18
109,73,18,18,18
110,73,19,19,19
111,73,20,20,20
112,73,20,20,20
113,73,19,19,19
114,73,18,18,18
115,73,17,17,17
116,73,14,14,14
117,73,13,13,13
118,73,12,12,12
119,73,12,12,12
120,73,14,14,14
121,73,13,13,13
122,73,4,4,4
123,73,0,0,0
124,73,3,3,3
125,73,49,49,49
126,73,122,122,122
127,73,193,193,193
128,73,240,240,240
129,73,255,255,255
130,73,255,255,255
131,73,255,255,255
132,73,255,255,255
133,73,253,253,253
134,73,252,252,252
135,73,252,252,252
136,73,254,254,254
137,73,255,255,255
138,73,255,255,255
139,73,255,255,255
140,73,255,255,255
0,74,255,255,255
1,74,255,255,255
2,74,255,255,255
3,74,255,255,255
4,74,255,255,255
5,74,255,255,255
6,74,255,255,255
7,74,255,255,255
8,74,255,255,255
9,74,255,255,255
10,74,255,255,255
11,74,255,255,255
12,74,255,255,255
13,74,255,255,255
14,74,255,255,255
15,74,255,255,255
16,74,255,255,255
17,74,255,255,255
18,74,255,255,255
19,74,255,255,255
20,74,255,255,255
21,74,255,255,255
22,74,255,255,255
23,74,255,255,255
24,74,255,255,255
25,74,255,255,255
26,74,255,255,255
27,74,255,255,255
28,74,255,255,255
29,74,255,255,255
30,74,255,255,255
31,74,255,255,255
32,74,255,255,255
33,74,255,255,255
34,74,255,255,255
35,74,255,255,255
36,74,255,255,255
37,74,255,255,255
38,74,252,252,252
39,74,255,255,255
40,74,255,255,255
41,74,216,216,216
42,74,125,125,125
43,74,51,51,51
44,74,23,23,23
45,74,34,34,34
46,74,37,37,37
47,74,29,29,29
48,74,27,27,27
49,74,30,30,30
50,74,32,32,32
51,74,26,26,26
52,74,32,32,32
53,74,32,32,32
54,74,32,32,32
55,74,32,32,32
56,74,32,32,32
57,74,25,25,25
58,74,23,23,23
59,74,26,26,26
60,74,25,25,25
61,74,20,20,20
62,74,10,10,10
63,74,39,39,39
64,74,207,207,207
65,74,202,202,202
66,74,207,207,207
67,74,212,212,212
68,74,213,213,213
69,74,180,180,180
70,74,190,190,190
71,74,232,232,232
72,74,230,230,230
73,74,230,230,230
74,74,231,231,231
75,74,231,231,231
76,74,228,228,228
77,74,198,198,198
78,74,147,147,147
79,74,151,151,151
80,74,125,125,125
81,74,23,23,23
82,74,0,0,0
83,74,3,3,3
84,74,2,2,2
85,74,1,1,1
86,74,1,1,1
87,74,1,1,1
88,74,1,1,1
89,74,1,1,1
90,74,1,1,1
91,74,2,2,2
92,74,2,2,2
93,74,3,3,3
94,74,5,5,5
95,74,7,7,7
96,74,8,8,8
97,74,9,9,9
98,74,12,12,12
99,74,14,14,14
100,74,16,16,16
101,74,16,16,16
102,74,15,15,15
103,74,15,15,15
104,74,17,17,17
105,74,17,17,17
106,74,18,18,18
107,74,19,19,19
108,74,19,19,19
109,74,20,20,20
110,74,20,20,20
111,74,20,20,20
112,74,20,20,20
113,74,20,20,20
114,74,21,21,21
115,74,18,18,18
116,74,16,16,16
117,74,16,16,16
118,74,15,15,15
119,74,15,15,15
120,74,14,14,14
121,74,14,14,14
122,74,15,15,15
123,74,16,16,16
124,74,13,13,13
125,74,3,3,3
126,74,0,0,0
127,74,7,7,7
128,74,45,45,45
129,74,104,104,104
130,74,169,169,169
131,74,219,219,219
132,74,245,245,245
133,74,255,255,255
134,74,255,255,255
135,74,255,255,255
136,74,255,255,255
137,74,253,253,253
138,74,252,252,252
139,74,254,254,254
140,74,255,255,255
0,75,255,255,255
1,75,255,255,255
2,75,255,255,255
3,75,255,255,255
4,75,255,255,255
5,75,255,255,255
6,75,255,255,255
7,75,255,255,255
8,75,255,255,255
9,75,255,255,255
10,75,255,255,255
11,75,255,255,255
12,75,255,255,255
13,75,255,255,255
14,75,255,255,255
15,75,255,255,255
16,75,255,255,255
17,75,255,255,255
18,75,255,255,255
19,75,255,255,255
20,75,255,255,255
21,75,255,255,255
22,75,255,255,255
23,75,255,255,255
24,75,255,255,255
25,75,255,255,255
26,75,255,255,255
27,75,255,255,255
28,75,255,255,255
29,75,255,255,255
30,75,255,255,255
31,75,255,255,255
32,75,255,255,255
33,75,255,255,255
34,75,255,255,255
35,75,255,255,255
36,75,253,253,253
37,75,254,254,254
38,75,255,255,255
39,75,230,230,230
40,75,125,125,125
41,75,40,40,40
42,75,22,22,22
43,75,26,26,26
44,75,31,31,31
45,75,31,31,31
46,75,29,29,29
47,75,25,25,25
48,75,24,24,24
49,75,28,28,28
50,75,31,31,31
51,75,29,29,29
52,75,33,33,33
53,75,36,36,36
54,75,31,31,31
55,75,29,29,29
56,75,31,31,31
57,75,29,29,29
58,75,23,23,23
59,75,23,23,23
60,75,25,25,25
61,75,27,27,27
62,75,13,13,13
63,75,61,61,61
64,75,209,209,209
65,75,206,206,206
66,75,213,213,213
67,75,217,217,217
68,75,214,214,214
69,75,208,208,208
70,75,188,188,188
71,75,204,204,204
72,75,228,228,228
73,75,223,223,223
74,75,226,226,226
75,75,229,229,229
76,75,231,231,231
77,75,216,216,216
78,75,162,162,162
79,75,124,124,124
80,75,130,130,130
81,75,69,69,69
82,75,4,4,4
83,75,2,2,2
84,75,2,2,2
85,75,2,2,2
86,75,2,2,2
87,75,1,1,1
88,75,1,1,1
89,75,1,1,1
90,75,1,1,1
91,75,2,2,2
92,75,3,3,3
93,75,4,4,4
94,75,6,6,6
95,75,7,7,7
96,75,9,9,9
97,75,11,11,11
98,75,13,13,13
99,75,16,16,16
100,75,17,17,17
101,75,16,16,16
102,75,16,16,16
103,75,17,17,17
104,75,18,18,18
105,75,19,19,19
106,75,20,20,20
107,75,21,21,21
108,75,21,21,21
109,75,20,20,20
110,75,20,20,20
111,75,21,21,21
112,75,21,21,21
113,75,21,21,21
114,75,21,21,21
115,75,19,19,19
116,75,18,18,18
117,75,18,18,18
118,75,17,17,17
119,75,17,17,17
120,75,16,16,16
121,75,16,16,16
122,75,16,16,16
123,75,16,16,16
124,75,15,15,15
125,75,16,16,16
126,75,17,17,17
127,75,14,14,14
128,75,4,4,4
129,75,0,0,0
130,75,4,4,4
131,75,31,31,31
132,75,61,61,61
133,75,94,94,94
134,75,131,131,131
135,75,185,185,185
136,75,236,236,236
137,75,255,255,255
138,75,255,255,255
139,75,255,255,255
140,75,252,252,252
0,76,255,255,255
1,76,255,255,255
2,76,255,255,255
3,76,255,255,255
4,76,255,255,255
5,76,255,255,255
6,76,255,255,255
7,76,255,255,255
8,76,255,255,255
9,76,255,255,255
10,76,255,255,255
11,76,255,255,255
12,76,255,255,255
13,76,255,255,255
14,76,255,255,255
15,76,255,255,255
16,76,255,255,255
17,76,255,255,255
18,76,255,255,255
19,76,255,255,255
20,76,255,255,255
21,76,255,255,255
22,76,255,255,255
23,76,255,255,255
24,76,255,255,255
25,76,255,255,255
26,76,255,255,255
27,76,255,255,255
28,76,255,255,255
29,76,255,255,255
30,76,255,255,255
31,76,255,255,255
32,76,255,255,255
33,76,255,255,255
34,76,255,255,255
35,76,252,252,252
36,76,255,255,255
37,76,254,254,254
38,76,168,168,168
39,76,56,56,56
40,76,24,24,24
41,76,33,33,33
42,76,33,33,33
43,76,28,28,28
44,76,26,26,26
45,76,27,27,27
46,76,26,26,26
47,76,22,22,22
48,76,23,23,23
49,76,30,30,30
50,76,34,34,34
51,76,32,32,32
52,76,32,32,32
53,76,38,38,38
54,76,32,32,32
55,76,32,32,32
56,76,31,31,31
57,76,28,28,28
58,76,27,27,27
59,76,25,25,25
60,76,20,20,20
61,76,22,22,22
62,76,15,15,15
63,76,52,52,52
64,76,210,210,210
65,76,211,211,211
66,76,209,209,209
67,76,215,215,215
68,76,214,214,214
69,76,214,214,214
70,76,219,219,219
71,76,213,213,213
72,76,221,221,221
73,76,220,220,220
74,76,224,224,224
75,76,232,232,232
76,76,227,227,227
77,76,207,207,207
78,76,157,157,157
79,76,105,105,105
80,76,127,127,127
81,76,83,83,83
82,76,11,11,11
83,76,0,0,0
84,76,3,3,3
85,76,2,2,2
86,76,2,2,2
87,76,2,2,2
88,76,2,2,2
89,76,2,2,2
90,76,2,2,2
91,76,3,3,3
92,76,4,4,4
93,76,4,4,4
94,76,5,5,5
95,76,7,7,7
96,76,10,10,10
97,76,12,12,12
98,76,13,13,13
99,76,15,15,15
100,76,16,16,16
101,76,17,17,17
102,76,17,17,17
103,76,18,18,18
104,76,19,19,19
105,76,20,20,20
106,76,21,21,21
107,76,21,21,21
108,76,21,21,21
109,76,20,20,20
110,76,22,22,22
111,76,22,22,22
112,76,22,22,22
113,76,22,22,22
114,76,21,21,21
115,76,20,20,20
116,76,20,20,20
117,76,19,19,19
118,76,20,20,20
119,76,19,19,19
120,76,18,18,18
121,76,17,17,17
122,76,18,18,18
123,76,18,18,18
124,76,18,18,18
125,76,17,17,17
126,76,17,17,17
127,76,17,17,17
128,76,18,18,18
129,76,17,17,17
130,76,15,15,15
131,76,11,11,11
132,76,5,5,5
133,76,3,3,3
134,76,2,2,2
135,76,14,14,14
136,76,34,34,34
137,76,90,90,90
138,76,175,175,175
139,76,251,251,251
140,76,255,255,255
0,77,255,255,255
1,77,255,255,255
2,77,255,255,255
3,77,255,255,255
4,77,255,255,255
5,77,255,255,255
6,77,255,255,255
7,77,255,255,255
8,77,255,255,255
9,77,255,255,255
10,77,255,255,255
11,77,255,255,255
12,77,255,255,255
13,77,255,255,255
14,77,255,255,255
15,77,255,255,255
16,77,255,255,255
17,77,255,255,255
18,77,255,255,255
19,77,255,255,255
20,77,255,255,255
21,77,255,255,255
22,77,255,255,255
23,77,255,255,255
24,77,255,255,255
25,77,255,255,255
26,77,255,255,255
27,77,255,255,255
28,77,255,255,255
29,77,255,255,255
30,77,255,255,255
31,77,255,255,255
32,77,255,255,255
33,77,253,253,253
34,77,255,255,255
35,77,255,255,255
36,77,215,215,215
37,77,91,91,91
38,77,30,30,30
39,77,29,29,29
40,77,32,32,32
41,77,30,30,30
42,77,29,29,29
43,77,26,26,26
44,77,24,24,24
45,77,25,25,25
46,77,23,23,23
47,77,23,23,23
48,77,23,23,23
49,77,30,30,30
50,77,34,34,34
51,77,34,34,34
52,77,29,29,29
53,77,36,36,36
54,77,36,36,36
55,77,32,32,32
56,77,31,31,31
57,77,29,29,29
58,77,28,28,28
59,77,24,24,24
60,77,24,24,24
61,77,21,21,21
62,77,24,24,24
63,77,7,7,7
64,77,156,156,156
65,77,221,221,221
66,77,207,207,207
67,77,212,212,212
68,77,216,216,216
69,77,213,213,213
70,77,212,212,212
71,77,222,222,222
72,77,222,222,222
73,77,221,221,221
74,77,223,223,223
75,77,226,226,226
76,77,212,212,212
77,77,186,186,186
78,77,132,132,132
79,77,109,109,109
80,77,116,116,116
81,77,62,62,62
82,77,31,31,31
83,77,10,10,10
84,77,0,0,0
85,77,3,3,3
86,77,2,2,2
87,77,2,2,2
88,77,3,3,3
89,77,3,3,3
90,77,3,3,3
91,77,4,4,4
92,77,4,4,4
93,77,4,4,4
94,77,5,5,5
95,77,8,8,8
96,77,10,10,10
97,77,12,12,12
98,77,13,13,13
99,77,14,14,14
100,77,16,16,16
101,77,18,18,18
102,77,18,18,18
103,77,18,18,18
104,77,19,19,19
105,77,21,21,21
106,77,21,21,21
107,77,21,21,21
108,77,21,21,21
109,77,21,21,21
110,77,23,23,23
111,77,23,23,23
112,77,22,22,22
113,77,23,23,23
114,77,21,21,21
115,77,21,21,21
116,77,21,21,21
117,77,22,22,22
118,77,21,21,21
119,77,21,21,21
120,77,20,20,20
121,77,19,19,19
122,77,19,19,19
123,77,19,19,19
124,77,20,20,20
125,77,19,19,19
126,77,19,19,19
127,77,18,18,18
128,77,18,18,18
129,77,14,14,14
130,77,14,14,14
131,77,14,14,14
132,77,13,13,13
133,77,15,15,15
134,77,16,16,16
135,77,13,13,13
136,77,11,11,11
137,77,17,17,17
138,77,23,23,23
139,77,82,82,82
140,77,184,184,184
0,78,255,255,255
1,78,255,255,255
2,78,255,255,255
3,78,255,255,255
4,78,255,255,255
5,78,255,255,255
6,78,255,255,255
7,78,255,255,255
8,78,255,255,255
9,78,255,255,255
10,78,255,255,255
11,78,255,255,255
12,78,255,255,255
13,78,255,255,255
14,78,255,255,255
15,78,255,255,255
16,78,255,255,255
17,78,255,255,255
18,78,255,255,255
19,78,255,255,255
20,78,255,255,255
21,78,255,255,255
22,78,255,255,255
23,78,255,255,255
24,78,255,255,255
25,78,255,255,255
26,78,255,255,255
27,78,255,255,255
28,78,255,255,255
29,78,255,255,255
30,78,255,255,255
31,78,253,253,253
32,78,254,254,254
33,78,255,255,255
34,78,252,252,252
35,78,176,176,176
36,78,52,52,52
37,78,23,23,23
38,78,31,31,31
39,78,28,28,28
40,78,28,28,28
41,78,28,28,28
42,78,29,29,29
43,78,26,26,26
44,78,23,23,23
45,78,23,23,23
46,78,22,22,22
47,78,21,21,21
48,78,22,22,22
49,78,28,28,28
50,78,34,34,34
51,78,33,33,33
52,78,33,33,33
53,78,31,31,31
54,78,38,38,38
55,78,33,33,33
56,78,32,32,32
57,78,28,28,28
58,78,27,27,27
59,78,26,26,26
60,78,25,25,25
61,78,25,25,25
62,78,16,16,16
63,78,24,24,24
64,78,133,133,133
65,78,221,221,221
66,78,212,212,212
67,78,216,216,216
68,78,221,221,221
69,78,221,221,221
70,78,198,198,198
71,78,191,191,191
72,78,203,203,203
73,78,202,202,202
74,78,215,215,215
75,78,210,210,210
76,78,192,192,192
77,78,150,150,150
78,78,117,117,117
79,78,108,108,108
80,78,85,85,85
81,78,55,55,55
82,78,42,42,42
83,78,79,79,79
84,78,10,10,10
85,78,2,2,2
86,78,4,4,4
87,78,4,4,4
88,78,4,4,4
89,78,3,3,3
90,78,3,3,3
91,78,3,3,3
92,78,4,4,4
93,78,4,4,4
94,78,6,6,6
95,78,8,8,8
96,78,9,9,9
97,78,12,12,12
98,78,14,14,14
99,78,16,16,16
100,78,16,16,16
101,78,18,18,18
102,78,19,19,19
103,78,19,19,19
104,78,21,21,21
105,78,21,21,21
106,78,21,21,21
107,78,22,22,22
108,78,22,22,22
109,78,22,22,22
110,78,24,24,24
111,78,24,24,24
112,78,23,23,23
113,78,23,23,23
114,78,20,20,20
115,78,21,21,21
116,78,21,21,21
117,78,23,23,23
118,78,24,24,24
119,78,23,23,23
120,78,22,22,22
121,78,21,21,21
122,78,21,21,21
123,78,21,21,21
124,78,21,21,21
125,78,21,21,21
126,78,19,19,19
127,78,19,19,19
128,78,18,18,18
129,78,17,17,17
130,78,14,14,14
131,78,14,14,14
132,78,13,13,13
133,78,12,12,12
134,78,11,11,11
135,78,14,14,14
136,78,17,17,17
137,78,10,10,10
138,78,12,12,12
139,78,5,5,5
140,78,29,29,29
0,79,255,255,255
1,79,255,255,255
2,79,255,255,255
3,79,255,255,255
4,79,255,255,255
5,79,255,255,255
6,79,255,255,255
7,79,255,255,255
8,79,255,255,255
9,79,255,255,255
10,79,255,255,255
11,79,255,255,255
12,79,255,255,255
13,79,255,255,255
14,79,255,255,255
15,79,255,255,255
16,79,255,255,255
17,79,255,255,255
18,79,255,255,255
19,79,255,255,255
20,79,255,255,255
21,79,255,255,255
22,79,255,255,255
23,79,255,255,255
24,79,255,255,255
25,79,255,255,255
26,79,255,255,255
27,79,255,255,255
28,79,255,255,255
29,79,253,253,253
30,79,255,255,255
31,79,255,255,255
32,79,255,255,255
33,79,190,190,190
34,79,91,91,91
35,79,28,28,28
36,79,26,26,26
37,79,28,28,28
38,79,26,26,26
39,79,26,26,26
40,79,28,28,28
41,79,27,27,27
42,79,27,27,27
43,79,25,25,25
44,79,24,24,24
45,79,24,24,24
46,79,23,23,23
47,79,21,21,21
48,79,21,21,21
49,79,26,26,26
50,79,31,31,31
51,79,33,33,33
52,79,33,33,33
53,79,34,34,34
54,79,34,34,34
55,79,37,37,37
56,79,31,31,31
57,79,31,31,31
58,79,29,29,29
59,79,28,28,28
60,79,29,29,29
61,79,19,19,19
62,79,72,72,72
63,79,194,194,194
64,79,192,192,192
65,79,190,190,190
66,79,217,217,217
67,79,215,215,215
68,79,215,215,215
69,79,219,219,219
70,79,206,206,206
71,79,170,170,170
72,79,172,172,172
73,79,185,185,185
74,79,192,192,192
75,79,184,184,184
76,79,171,171,171
77,79,137,137,137
78,79,124,124,124
79,79,101,101,101
80,79,76,76,76
81,79,67,67,67
82,79,34,34,34
83,79,76,76,76
84,79,84,84,84
85,79,2,2,2
86,79,4,4,4
87,79,4,4,4
88,79,4,4,4
89,79,4,4,4
90,79,2,2,2
91,79,3,3,3
92,79,4,4,4
93,79,5,5,5
94,79,7,7,7
95,79,7,7,7
96,79,10,10,10
97,79,13,13,13
98,79,16,16,16
99,79,17,17,17
100,79,17,17,17
101,79,18,18,18
102,79,19,19,19
103,79,21,21,21
104,79,22,22,22
105,79,21,21,21
106,79,23,23,23
107,79,22,22,22
108,79,22,22,22
109,79,22,22,22
110,79,24,24,24
111,79,25,25,25
112,79,24,24,24
113,79,22,22,22
114,79,20,20,20
115,79,22,22,22
116,79,22,22,22
117,79,23,23,23
118,79,24,24,24
119,79,24,24,24
120,79,24,24,24
121,79,23,23,23
122,79,23,23,23
123,79,22,22,22
124,79,22,22,22
125,79,23,23,23
126,79,22,22,22
127,79,19,19,19
128,79,19,19,19
129,79,19,19,19
130,79,16,16,16
131,79,15,15,15
132,79,16,16,16
133,79,15,15,15
134,79,15,15,15
135,79,14,14,14
136,79,8,8,8
137,79,6,6,6
138,79,6,6,6
139,79,11,11,11
140,79,32,32,32
0,80,255,255,255
1,80,255,255,255
2,80,255,255,255
3,80,255,255,255
4,80,255,255,255
5,80,255,255,255
6,80,255,255,255
7,80,255,255,255
8,80,255,255,255
9,80,255,255,255
10,80,255,255,255
11,80,255,255,255
12,80,255,255,255
13,80,255,255,255
14,80,255,255,255
15,80,255,255,255
16,80,255,255,255
17,80,255,255,255
18,80,255,255,255
19,80,255,255,255
20,80,255,255,255
21,80,255,255,255
22,80,255,255,255
23,80,255,255,255
24,80,255,255,255
25,80,255,255,255
26,80,255,255,255
27,80,254,254,254
28,80,254,254,254
29,80,255,255,255
30,80,255,255,255
31,80,193,193,193
32,80,106,106,106
33,80,35,35,35
34,80,24,24,24
35,80,29,29,29
36,80,26,26,26
37,80,25,25,25
38,80,25,25,25
39,80,25,25,25
40,80,26,26,26
41,80,26,26,26
42,80,27,27,27
43,80,26,26,26
44,80,27,27,27
45,80,26,26,26
46,80,24,24,24
47,80,23,23,23
48,80,23,23,23
49,80,26,26,26
50,80,29,29,29
51,80,34,34,34
52,80,36,36,36
53,80,36,36,36
54,80,37,37,37
55,80,34,34,34
56,80,35,35,35
57,80,33,33,33
58,80,32,32,32
59,80,30,30,30
60,80,27,27,27
61,80,45,45,45
62,80,193,193,193
63,80,184,184,184
64,80,175,175,175
65,80,174,174,174
66,80,202,202,202
67,80,216,216,216
68,80,216,216,216
69,80,223,223,223
70,80,229,229,229
71,80,191,191,191
72,80,155,155,155
73,80,163,163,163
74,80,168,168,168
75,80,165,165,165
76,80,157,157,157
77,80,140,140,140
78,80,136,136,136
79,80,108,108,108
80,80,86,86,86
81,80,70,70,70
82,80,47,47,47
83,80,38,38,38
84,80,93,93,93
85,80,33,33,33
86,80,0,0,0
87,80,5,5,5
88,80,3,3,3
89,80,3,3,3
90,80,3,3,3
91,80,3,3,3
92,80,5,5,5
93,80,6,6,6
94,80,7,7,7
95,80,9,9,9
96,80,11,11,11
97,80,14,14,14
98,80,16,16,16
99,80,18,18,18
100,80,19,19,19
101,80,20,20,20
102,80,21,21,21
103,80,23,23,23
104,80,24,24,24
105,80,24,24,24
106,80,23,23,23
107,80,23,23,23
108,80,23,23,23
109,80,23,23,23
110,80,25,25,25
111,80,26,26,26
